name,n_estimators,max_depth,lr,subsample,Accuracy,F1,AUC,Train_time
XGB_100_3_lr0.1,100,3,0.1,1.0,0.6086956521739131,0.5874974014350911,0.7899176762754256,0.13295745849609375
XGB_200_4_lr0.05,200,4,0.05,0.8,0.592391304347826,0.5796366531199696,0.7990641679305254,0.3747687339782715
XGB_300_5_lr0.1,300,5,0.1,0.7,0.592391304347826,0.5808839984585688,0.7930670444450459,0.9062085151672363
